Date,open,high,low,close,volume,price
2015-01-02 00:00:00+00:00,529.0123990000001,531.272443,524.102327,524.812404,1447600.0,524.812404
2015-01-05 00:00:00+00:00,523.2623769999999,524.3323889999999,513.062315,513.872306,2059800.0,513.872306
2015-01-06 00:00:00+00:00,515.002358,516.177334,501.05226600000003,501.962262,2899900.0,501.962262
2015-01-07 00:00:00+00:00,507.00229900000005,507.24628499999994,499.652247,501.102268,2065100.0,501.102268
2015-01-08 00:00:00+00:00,497.992238,503.4823,491.002212,502.682255,3353600.0,502.682255
2015-01-09 00:00:00+00:00,504.7623,504.922285,494.79223899999994,496.172274,2069400.0,496.172274
2015-01-12 00:00:00+00:00,494.94224699999995,495.97826100000003,487.562205,492.552209,2322400.0,492.552209
2015-01-13 00:00:00+00:00,498.84225599999996,502.98230199999995,492.392254,496.18225099999995,2370500.0,496.18225099999995
2015-01-14 00:00:00+00:00,494.652237,503.23228600000004,493.002234,500.87226699999997,2235700.0,500.87226699999997
2015-01-15 00:00:00+00:00,505.572291,505.68227300000007,497.762267,501.79227099999997,2715800.0,501.79227099999997
2015-01-16 00:00:00+00:00,500.01227300000005,508.1923,500.002267,508.082288,2298300.0,508.082288
2015-01-20 00:00:00+00:00,511.002313,512.502307,506.01827699999996,506.90229400000004,2227900.0,506.90229400000004
2015-01-21 00:00:00+00:00,507.25228300000003,519.282407,506.20231500000006,518.042312,2268700.0,518.042312
2015-01-22 00:00:00+00:00,521.482349,536.332463,519.7023820000001,534.39245,2676900.0,534.39245
2015-01-23 00:00:00+00:00,535.5924570000001,542.172453,533.0024070000001,539.952437,2281700.0,539.952437
2015-01-26 00:00:00+00:00,538.532466,539.0024440000001,529.672413,535.212448,1543700.0,535.212448
2015-01-27 00:00:00+00:00,529.9723690000001,530.702398,518.192381,518.63237,1904000.0,518.63237
2015-01-28 00:00:00+00:00,522.782423,522.992349,510.00231799999995,510.00231799999995,1683800.0,510.00231799999995
2015-01-29 00:00:00+00:00,511.002313,511.092313,501.20227400000005,510.66233099999994,4186400.0,510.66233099999994
2015-01-30 00:00:00+00:00,515.862322,539.8724440000001,515.522339,534.5224450000001,5606400.0,534.5224450000001
2015-02-02 00:00:00+00:00,531.732383,533.0024070000001,518.552316,528.4823809999999,2849800.0,528.4823809999999
2015-02-03 00:00:00+00:00,528.002366,533.40243,523.2623769999999,529.2424,2038700.0,529.2424
2015-02-04 00:00:00+00:00,529.2424,532.67442,521.272361,522.762349,1663700.0,522.762349
2015-02-05 00:00:00+00:00,523.792334,528.502395,522.092359,527.582391,1849800.0,527.582391
2015-02-06 00:00:00+00:00,527.642431,537.202463,526.412373,531.002415,1749400.0,531.002415
2015-02-09 00:00:00+00:00,528.002366,532.002411,526.022388,527.832406,1267800.0,527.832406
2015-02-10 00:00:00+00:00,529.302379,537.7024309999999,526.922378,536.942412,1749900.0,536.942412
2015-02-11 00:00:00+00:00,535.302416,538.452473,533.380397,535.972405,1377800.0,535.972405
2015-02-12 00:00:00+00:00,537.252405,544.822482,534.675391,542.932472,1620200.0,542.932472
2015-02-13 00:00:00+00:00,543.352447,549.912491,543.132484,549.0125009999999,1900300.0,549.0125009999999
2015-02-17 00:00:00+00:00,546.8325110000001,550.0024599999999,541.0924650000001,542.842504,1616800.0,542.842504
2015-02-18 00:00:00+00:00,541.402458,545.492471,537.5124559999999,539.702422,1453100.0,539.702422
2015-02-19 00:00:00+00:00,538.042413,543.11247,538.012424,542.872432,989100.0,542.872432
2015-02-20 00:00:00+00:00,543.132484,543.75247,535.802444,538.952441,1444400.0,538.952441
2015-02-23 00:00:00+00:00,536.052398,536.441465,529.412361,531.912381,1457900.0,531.912381
2015-02-24 00:00:00+00:00,530.002419,536.792403,528.252381,536.092424,1005100.0,536.092424
2015-02-25 00:00:00+00:00,535.90245,546.22244,535.447406,543.872489,1826000.0,543.872489
2015-02-26 00:00:00+00:00,543.2124759999999,556.142529,541.5024639999999,555.482516,2311500.0,555.482516
2015-02-27 00:00:00+00:00,554.242482,564.712602,552.902503,558.402572,2410200.0,558.402572
2015-03-02 00:00:00+00:00,560.532559,572.1526230000001,558.752531,571.342601,2129600.0,571.342601
2015-03-03 00:00:00+00:00,570.452587,575.392649,566.522559,573.64261,1704800.0,573.64261
2015-03-04 00:00:00+00:00,571.872558,577.112576,568.012607,573.372583,1876800.0,573.372583
2015-03-05 00:00:00+00:00,575.022616,577.912621,573.412548,575.3326089999999,1389600.0,575.3326089999999
2015-03-06 00:00:00+00:00,574.882583,576.682625,566.762597,567.687558,1659100.0,567.687558
2015-03-09 00:00:00+00:00,566.862541,570.2725889999999,563.537504,568.852557,1062100.0,568.852557
2015-03-10 00:00:00+00:00,564.252539,564.852512,554.732473,555.012538,1792300.0,555.012538
2015-03-11 00:00:00+00:00,555.142533,558.142521,550.682486,551.1825150000001,1820800.0,551.1825150000001
2015-03-12 00:00:00+00:00,553.512513,556.37253,550.462523,555.512505,1389600.0,555.512505
2015-03-13 00:00:00+00:00,553.502537,558.402572,544.2224480000001,547.322503,1703600.0,547.322503
2015-03-16 00:00:00+00:00,550.952514,556.852484,546.002476,554.512509,1641000.0,554.512509
2015-03-17 00:00:00+00:00,551.712533,553.802493,548.002468,550.842532,1805500.0,550.842532
2015-03-18 00:00:00+00:00,552.50248,559.7825780000001,547.002472,559.502513,2134500.0,559.502513
2015-03-19 00:00:00+00:00,559.392531,560.802526,556.147548,557.992512,1197300.0,557.992512
2015-03-20 00:00:00+00:00,561.6525740000001,561.722529,559.052548,560.362537,2616900.0,560.362537
2015-03-23 00:00:00+00:00,560.432554,562.362529,555.832536,558.81251,1643800.0,558.81251
2015-03-24 00:00:00+00:00,562.562541,574.592603,561.212586,570.192597,2583300.0,570.192597
2015-03-25 00:00:00+00:00,570.50259,572.262605,558.7424940000001,558.7874780000001,2152300.0,558.7874780000001
